cat1,cat2,name,raised,desc,ticker,start,end,www,,,,,,,,
Business services,,b2and,,"B2AND is a result-oriented cloud-based online platform providing easy-to-use and scalable service utilising viral marketing within marketing campaigns in new innovative and extremely effective way. Nowadays, traditional advertising models do not fully satisfy contemporary needs of a potential advertisers and blockchain represent an exceptional solution for this. The new concept creates advertisers out of consumers and generates peer-to-peer advertising earnings through blockchain, transforming viral marketing to truly transparent and measurable. The new B2AND decentralized eco-system will be based on successful B2AND platform and will rely on a decentralized architecture on Ethereum blockchain supported by B2AND token. The B2AND decentralized eco-system will be transformed through four generations, whereas 1st generation B2AND platform has already been deployed.",B2C,23rd Apr 2018,22nd May 2018,https://ico.b2and.com,,,,,,,,
Business services,,bailsman,,"Bailsman offers a quick and easy blockchain-based guarantee solution for clients who don’t have the required amount of money or simply prefer to spend it on something else. Bailsman provides a third party guarantee to the merchant for a small monthly fee that is paid by the client, instead of making the security deposit payment and tying up the cash. Merchants can rest assured, as there is no risk of not receiving the requested claim amount. Bailsman only provides guarantees that are 100% backed by licensed financial institutions or telecom companies, and will be paid out irregardless of the client’s financial situation. Growth opportunities for Bailsman are huge, as global security deposit funds across sectors are estimated to be more than $1.5 trillion. Bailsman has already started to develop a platform for the residential real estate industry (a market size over $300 billion) and is holding a token sale to improve the platform and accelerate expansion into new segments.",BAILS,1st Sep 2018,26th Oct 2018,https://ico.bailsman.co,Estonia,https://ico.bailsman.co/Whitepaper.pdf,,,,,,
Business services,,bidium,3.6,"A Crypto Exchange dedicated to Auction and Hiring by empowering Bidders and Employers. BIDIUM is a decentralized cryptocurrency exchange which combines the power of Advance Auction with Freelance Hiring on top of Blockchain Technology. It acts as a bidding marketplace for buyers to purchase by bidding and a freelance platform to employers, who are looking to hire freelancers. The platform offers an adequate exchange solution along with an effective freelance platform backed up with an interactive interface to make it a delightful experience for the users. The revenue will be distributed among all BIDM token holders i.e. usually stored on the BIDIUM wallet. The platform facilitates light and fast trading technique with 50% generated revenue from trading. No transaction fee for the selling, purchasing, hiring and trading on BIDIUM platforms users.",BIDIUM,25th May 2018,23rd Jun 2018,https://www.bidium.io,Estonia,http://bidium.io/assets/documents/Whitepaper-Bidium-3.0.pdf,,,,,,
Business services,,block-chain.com,1.047028,"It’s a cliché that the cryptomarket is volatile, but it’s absolutely true. Being a viable part of the crypto community means constantly keeping an eye on the world of cryptocurrency and blockchain. Entrepreneurs, investors and developers have to work with the data that changes literally every minute. A huge amount of events take place at the same time, the rates fluctuate and every day brings enormous number of news - these are the results of the crypto boom. Undoubtedly, it is easy to get lost in this ocean of information. To help you navigate this ocean, we created Block-chain.com - a unique project gathering the most important information in one place. And it’s not the whole story, as the website has certain features that will certainly intrigue you.Block-chain.com is an independent project aimed at keeping its users informed about the most significant and interesting cryptocurrency and blockchain events. The website offers to its users regulated and validated flows of information which is quite convenient due to the accessibility and independence. Every post the user generates shall have proof of news, as the source link, video, or screenshot - the more proves are attached, the faster does the Block-chain.com redaction post it on the website and trigger the payment for the author.Blockchain.com allows you to hold your finger on the crypto industry’s pulse, being informed of all the latest trends, changes and innovations. It is helpful for both developers, who can meet the main people in world of cryptocurrency and build their.",BC,9th Aug 2018,7th Nov 2018,https://ico.block-chain.com,Estonia,https://ico.block-chain.com/docs/Whitepaper.pdf,,,,,,
Business services,,blok,0.55,"Blok connects on-demand workers with verified opportunities through our open source platform. Utilizing smart contracts we eliminate current frictions in the gig economy. Working nine to five for a single employer will be the minority by 2020. The strategy for millions of people is to compile various income streams and being their own boss rather than in traditional employment. Escaping the cubicle is within reach for millions of workers, Blok will assist in helping them achieve this freedom. Blok leverages blockchain technology to connect employers and on-demand workers across the globe. The Blok directory uses smart contracts to eliminate friction in terms of time, cost, quality, and transparency in matching workers and companies. A company creates a gig that is verified in the Blok directory. A Blokpreneur (an on-demand worker) can then search the directory and apply directory to the gig. This relationship provides a better and faster solution in fulfilling consumer needs in the on-demand economy. Blok allows consumers, companies, and workers all to benefit from blockchain technology.",BLO,10th Apr 2018,10th May 2018,http://blok.network,,,,,,,,
Business services,,bpay,,"Bpay.io is designed to support as many digital currencies as possible, realizing their internal translation into the currency, which the main seller wants to accept as his/her basic currency. If, for example, the seller selects EUR as the basic currency on his/her internal account, when the client pays for the goods or services in Ethereum/ Bitcoin/etc, the seller receives the payments in EUR with a possibility of further transfer to his/her bank account. One of the long-term objectives of Bpay.io apart from serving a payment gateway in the virtual envi- ronment is integration into offline economy. As the most relevant analogues we can mention Square – a project that offers offline sales outlets a simple mechanism of accepting and accounting digital currencies as a payment method.",BUY,17th Apr 2018,16th May 2018,https://www.bpay.io,,,,,,,,
Business services,,citowise,1.24,"Citowise already provides cryptocommunity with reliable and professional cryptocurrency wallet, fighting back scammers and hackers, adopting cryptocurrencies for mass use and assuring a high quality of ICO projects. Citowise is now launching an initiative for business globalization. Buying a company in a remote jurisdiction and finding a professional assistance to run it remotely will be available at the tip of a finger. This will reside costs of maintaining business overseas and will save time for globalization oriented entrepreneurs. Citowise’s the best known product is its mobile wallet. The Citowise wallet is a multi-cryptocurrency wallet for private and business customers which empowers users to access mainstream adoption and use of cryptocurrencies globally. Citowise is one of the few wallets that is both safe and decentralized as it does not keep private user keys. This positions the Citowise wallet as a means of accessing and transacting on the blockchain.",CTW,15th Nov 2018,15th Jan 2019,https://ico.citowise.com,Estonia,https://ico.citowise.com/docs/citowise-ico-whitepaper-en.latest.pdf,,,,,,
Business services,,coinyspace,,"There is no doubt that blockchain is the technology that can transform the world. However, despite having the powerful technology behind it, the success of cryptocurrencies has been limited by their lack of adoption and acceptance. Cryptocurrencies are perceived and used mainly as a speculative investment, while they should create a new economic set-up, which brings life changing opportunities to everyone. Coinyspace is the platform created to make cryptocurrencies a tool which will help people and businesses increase earnings and solve other fundamental economic problems. To achieve this Coinyspace combines two technologies - crypto and social media. We launched the prototype of our platform in 2016 (named moBUinet), got a lot of feedback and are going to use funds raised through the token sale to improve various aspects of the platform’s framework. We believe that cryptocurrencies will eventually become mainstream currencies, and Coinyspace will be at the centre of the action.",CNC Token,11th Jun 2018,31st Jul 2018,https://www.coinyspace.com,Estonia,https://drive.google.com/file/d/14bT4a5PLrZYEXtGnSYg1eIzDHqBBI7kJ/view,,,,,,
Business services,,cryptocean,2.79688,"￼￼We offer a universal service for buying, selling, exchanging and integrating cryptocurrency into real life. You can purchase cryptocurrencies with your bank card/account, get your fiat inside the service and legally transfer it to a card or a bank account. You can also order from us a classic plastic card (crypto card), issued together with our partner banks. It will enable you to deposit and withdraw cash from your financial and crypto accounts in regular ATMs using CRYPTOCEAN services, and also pay for purchases - goods and services – with cryptocurrency, as if you were paying with a usual bank card. All the processes of exchanging cryptocurrencies on exchanges, transferring funds from exchanges to your personal account, maintaining the limits you set, will be automatic.",CRON,25th Sep 2018,25th Dec 2018,https://cryptocean.io,Estonia,http://cryptocean.io/files/EN/Cryptocean.White%20Paper%20EN.pdf,,,,,,
Business services,,daneel,2.667414,"Daneel is your future partner: he will help you daily to process all information related to cryptocurrencies. Daneel will answer your questions, advise you in your investments, and push you notification when an important event happens. With Daneel, we will provide you the most accurate and fastest information on the market. We are the only ones to analyze as much content, newsfeeds, and social networks. Our goal is to offer you a reliable and indispensable assistant to assist you in the cryptocurrency jungle.",DAN,29th Jan 2018,5th Mar 2018,https://daneel.io,,,,,,,,
Business services,,finecoin,,"FineCoin is a Cryptocurrency that aims to rebuild the financial system. It’s designed to give people the power to reach financial freedom and earn passive income by investing their assets for substantial returns. FineCoin gives you the ability to store, lend and transfer all your money with close to no fees.",FineCoin,25th Jan 2018,13th Feb 2018,https://finecoin.io,Estonia,https://www.finecoin.io/assets/FineCoin-WhitePaper.pdf,,,,,,
Business services,,fox trading,0.3,"Fox trading is limited, exclusive and easy to use trading signals service for Forex and Cryptocurrency. Trade it for yourself or use the Autotrading to copy all signals on your accounts and earn profits by investing with the best Forex and Cryptocurrency Signals from our expert traders. Fox Trading generates profitable signals from our top traders based on our revolutionary algorithm to guarantee the safe trading - our goal is to get stable and long-term profit. We analyses major currency pairs for you while you're enjoying your free time. Trading is now a lot easier with Fox Trading.",FOXT,23rd May 2018,8th Jun 2018,https://foxtrading.io,Estonia,https://foxtrading.io/doc/FoxTrading-Whitepaper_EN.pdf
Business services,,glitzkoin,18,"GLITZKOIN is a highly advanced blockchain based diamond trading platform with a crypto currency to facilitate smooth financial settlements, with a strong focus on transparency and security. The GLITZKOIN diamond platform is the first major overhaul of the diamond industry in decades. Our platform provides for immediate access for new and existing diamond buyers to connect with existing sellers anywhere in the world. The GLITZKOIN project delivers a high utility blockchain that, provides a win-win trading platform for both diamond buyers and sellers. Detailed records are maintained in a tamper proof environment. Backed by our cryptocurrency, we are poised to define a new and superior standard for diamond trading.",GLT,16th Mar 2018,25th Jun 2018,https://www.glitzkoin.com,,,,,,,,
Business services,,global spy,0.72,"Global Spy offers solutions to receive accurate, complete and quickly delivered information on the chosen currency, initial coin offer, team members, history of the company behind the coin or the key personnel in the company. Global Spy services start from Quick Service all the way to large- scale investigations performed by our professional investigations team which may even include personal contacts, inquiries, and visits. We carry out investigations on any business activity using our existing methods and tools. The subject of our assessment is not limited to cryptocurrencies. We have over 6 years history on industry and yearly we had growth over 25%. With new platform we will jump on top level with growing to one of leader on industry.",SPY,15th Mar 2018,15th Jul 2018,http://www.globalspy.eu,,,,,,,,
Business services,,inscoin for knox project,,"InsCoin for Knox Project"" aims to establish the first insurance company that will accept a Crypto (INSC) for the payment of insurance premiums", and the first that, with the help of the blockchain, will solve the problem of falsification of insurance policies. The KNOX project will be the first insurance company that merges the real world with the digital one using Blockchain technology, creating the most efficient and advanced structure in the sector, to find a solution to the problem of certification and anti-forgery of insurance policies. It will be the first ever to emit insurance policies both in smart-contract and traditional paper form. With the smart contract the spread of false insurance policies is avoided because it is the same system that issues them after receiving the payment. With the smart contract the company won't have delay in collecting credits," as the policy is issued only after receiving the payment.""",INSC,23rd Jul 2018,30th Aug 2018,https://inscoin.co,Estonia,https://inscoin.co/#whitepaper
